iter	Logloss
210	0.2781007636
211	0.2778780418
212	0.2775528904
213	0.2771377527
214	0.2770297987
215	0.2769043431
216	0.2768080303
217	0.2766869481
218	0.2765665642
219	0.2764677513
220	0.2763867783
221	0.276292796
222	0.2761832342
223	0.2760805677
224	0.2756021078
225	0.2755130596
226	0.2754145073
227	0.2753332972
228	0.2751874989
229	0.2750852507
230	0.2750159872
231	0.2748823157
232	0.2748047704
233	0.2746818668
234	0.2746034879
235	0.2744961868
236	0.2743499359
237	0.2742667047
238	0.2741337046
239	0.274039068
240	0.2739405555
241	0.2737993609
242	0.2736754219
243	0.2734712254
244	0.2732122426
245	0.273106866
246	0.2729978779
247	0.2729001673
248	0.272786955
249	0.2726571549
250	0.2725460779
251	0.2724495402
252	0.2723920806
253	0.2723449883
254	0.2722584675
255	0.2721336556
256	0.2720109827
257	0.2718999036
258	0.2718049354
259	0.2715356374
260	0.2714448534
261	0.2712220035
262	0.2710930485
263	0.2709588268
264	0.2708424106
265	0.2707058174
266	0.2706087732
267	0.270456406
268	0.2703656149
269	0.2702472898
270	0.2699550715
271	0.269819203
272	0.2697263196
273	0.2694714957
274	0.2693711899
275	0.2689816147
276	0.2688861261
277	0.2687750667
278	0.26865503
279	0.2685717785
280	0.2684583021
281	0.2683227502
282	0.2682079579
283	0.2680894779
284	0.2679901772
285	0.2678516386
286	0.2677279139
287	0.2676284209
288	0.2675353373
289	0.2674529455
290	0.2670791289
291	0.2669754323
292	0.2668764148
293	0.2667686205
294	0.2666884451
295	0.2664622555
296	0.2663396798
297	0.2662459749
298	0.26617006
299	0.2660230453
300	0.2659274046
301	0.2658374248
302	0.2656707253
303	0.2655294963
304	0.2654740588
305	0.2653632884
306	0.2652730022
307	0.2650617693
308	0.2649246477
309	0.2647366817
310	0.2646615826
311	0.2644479696
312	0.2643303193
313	0.264256428
314	0.2641597489
315	0.2640032849
316	0.2637670337
317	0.263638126
318	0.2635857527
319	0.2634596111
320	0.2633498758
321	0.2632288895
322	0.2631045926
323	0.2629331295
324	0.2628189344
325	0.2627580193
326	0.2626441939
327	0.2625256067
328	0.2623015802
329	0.2621774406
330	0.2620844237
331	0.2619505103
332	0.2618828899
333	0.2617488556
334	0.2615525265
335	0.2614257459
336	0.2612807293
337	0.2611961825
338	0.2610010185
339	0.2609031709
340	0.2607951886
341	0.2607458497
342	0.2606508499
343	0.2603793976
344	0.2602830623
345	0.2602270508
346	0.2601156572
347	0.2600152256
348	0.2598153688
349	0.2597065904
350	0.2596728603
351	0.2595794594
352	0.2594361888
353	0.2593485594
354	0.2592239901
355	0.2591653295
356	0.2590487706
357	0.2589824797
358	0.2588010859
359	0.2587102762
360	0.2585996891
361	0.2584935755
362	0.2584073756
363	0.2582853562
364	0.2581501581
365	0.2580525059
366	0.2579217168
367	0.2578162097
368	0.2577128045
369	0.2576007382
370	0.2574858088
371	0.2573323189
372	0.2572959431
373	0.2571845801
374	0.2571001525
375	0.2570281372
376	0.2569033124
377	0.256760591
378	0.2566483768
379	0.2565424086
380	0.2564331829
381	0.2563463904
382	0.2562680189
383	0.256127246
384	0.2560003019
385	0.255885597
386	0.2558117692
387	0.2557310182
388	0.2555816581
389	0.2555200512
390	0.2554081731
391	0.2553332688
392	0.2551915726
393	0.2551168268
394	0.2550270264
395	0.25494394
396	0.2548561189
397	0.2547621008
398	0.2546970177
399	0.2545772391
400	0.2544829629
401	0.2543850485
402	0.2542575285
403	0.2541594639
404	0.2540801376
405	0.2540405041
406	0.2539913588
407	0.2538929074
408	0.2537656411
409	0.2536710109
410	0.2535649357
411	0.2534474123
412	0.2533430979
413	0.2532333726
414	0.2531378192
415	0.253068843
416	0.2530374616
417	0.2529440655
418	0.2528307615
419	0.252750452
420	0.2526723601
421	0.252595111
422	0.2525319244
423	0.2524123525
424	0.2523048889
425	0.2521947948
426	0.2520966275
427	0.2519780607
428	0.2518905217
429	0.251732878
430	0.2516361766
431	0.2515159535
432	0.251419526
433	0.2513434663
434	0.2512801531
435	0.2511767965
436	0.2510861846
437	0.25100248
438	0.2508944467
439	0.2507939418
440	0.2507208885
441	0.2505579602
442	0.2504142756
443	0.2503508782
444	0.2502702827
445	0.2502022619
446	0.2501477038
447	0.2500323386
448	0.2499256941
449	0.2498328441
450	0.2497443349
451	0.2496924297
452	0.2495948121
453	0.2494673913
454	0.2493797944
455	0.2492988513
456	0.2492119304
457	0.2491204733
458	0.2490218074
459	0.2489165896
460	0.2488307062
461	0.2487196232
462	0.2486512743
463	0.2485584917
464	0.2485081581
465	0.2484212218
466	0.2483128743
467	0.2482312346
468	0.2481420635
469	0.248036185
470	0.2479377363
471	0.2478666637
472	0.2477809817
473	0.2477042192
474	0.24766285
475	0.2475747386
476	0.2475340086
477	0.2474318309
478	0.2473474927
479	0.2472612062
480	0.247121848
481	0.2470474225
482	0.2469405804
483	0.2468606912
484	0.2467536673
485	0.246653037
486	0.2465515445
487	0.2464583444
488	0.2463487501
489	0.2462252425
490	0.2461137649
491	0.2460091728
492	0.2459198206
493	0.2458174556
494	0.2457129992
495	0.2455993067
496	0.2455146169
497	0.2454119731
498	0.2453260381
499	0.245246667
500	0.2451709036
501	0.245081101
502	0.244986482
503	0.2448666494
504	0.2447737162
505	0.2447179524
506	0.244633995
507	0.2445801072
508	0.2444963925
509	0.2443970496
510	0.2443111302
511	0.2442250343
512	0.244152478
513	0.2440421675
514	0.243938081
515	0.243858439
516	0.2437758312
517	0.2437302143
518	0.2436100309
519	0.2435058558
520	0.2434124197
521	0.2433345767
522	0.2431565032
523	0.2430608174
524	0.2429621531
525	0.2428713863
526	0.2428055236
527	0.2427121401
528	0.2426313426
529	0.2425398263
530	0.2424253137
531	0.2423025522
532	0.2422035958
533	0.2421204804
534	0.2420264664
535	0.2419399167
536	0.2418507365
537	0.2417909047
538	0.2417004505
539	0.2415972499
540	0.2415009604
541	0.2413787598
542	0.2412923222
543	0.241179965
544	0.2410144421
545	0.2409332772
546	0.2408006452
547	0.240729746
548	0.2406564481
549	0.240574485
550	0.240492838
551	0.2404046618
552	0.2403209059
553	0.2402328909
554	0.2401411254
555	0.2400841627
556	0.2400080428
557	0.2398713353
558	0.2398026341
559	0.2397384381
560	0.2396314516
561	0.2395653014
562	0.239470336
563	0.2393736716
564	0.2392807446
565	0.2392300686
566	0.2391715632
567	0.2390381309
568	0.2389253591
569	0.2388343406
570	0.2387824785
571	0.2386871435
572	0.2385982789
573	0.2385155455
574	0.2384435531
575	0.2382942661
576	0.2382127627
577	0.2381387165
578	0.2380543258
579	0.2379705006
580	0.2379217816
581	0.2378593934
582	0.2377410172
583	0.2376402292
584	0.237582625
585	0.2374606279
586	0.2374183654
587	0.2373140262
588	0.2372345038
589	0.2371785044
590	0.2371123848
591	0.2370387162
592	0.2369615565
593	0.2368682718
594	0.2368109335
595	0.2367480776
596	0.2366658351
597	0.2366045976
598	0.2365156665
599	0.2364069329
600	0.2363530254
601	0.236307962
602	0.2362365486
603	0.2361187158
604	0.2360312871
605	0.2359493811
606	0.235881217
607	0.2357633684
608	0.23564587
609	0.2355649301
610	0.23549746
611	0.2354199534
612	0.2353142522
613	0.2352381294
614	0.2351751467
615	0.2351028491
616	0.2350409061
617	0.2349622028
618	0.2348771848
619	0.2347671669
620	0.2347227484
621	0.2346604789
622	0.2346112286
623	0.2345120313
624	0.2344412354
625	0.2343485459
626	0.2342680632
627	0.2341594456
628	0.2341076543
629	0.2340386089
630	0.2339722115
631	0.2339187814
632	0.2338765593
633	0.2337955513
634	0.2337211292
635	0.2336516296
636	0.2335942808
637	0.2335163725
638	0.2334445669
639	0.2333704784
640	0.2333143821
641	0.2332115623
642	0.233152717
643	0.2330787777
644	0.2330084931
645	0.2328960517
646	0.2327900424
647	0.2327301209
648	0.232664313
649	0.2325626596
650	0.2324951491
651	0.2324038691
652	0.2323338443
653	0.2322552431
654	0.2321373493
655	0.2320413614
656	0.2319526303
657	0.2318820865
658	0.231811665
659	0.2317786175
660	0.2317167616
661	0.2316250536
662	0.2315150062
663	0.2314165038
664	0.231376356
665	0.2312973475
666	0.2312101227
667	0.2311177963
668	0.2310107629
669	0.2309251466
670	0.2308830534
671	0.2307891404
672	0.2307164211
673	0.2306436834
674	0.2305667979
675	0.230494905
676	0.2304403249
677	0.2303818427
678	0.2303217574
679	0.2302749794
680	0.2302128975
681	0.2301323988
682	0.2300566174
683	0.2299409025
684	0.2298698644
685	0.2298288841
686	0.2297887058
687	0.2297017727
688	0.2296274461
689	0.2295570407
690	0.2294791069
691	0.2293987457
692	0.229303935
693	0.2292663816
694	0.2291653356
695	0.2290888142
696	0.2290082716
697	0.2289294681
698	0.2288385186
699	0.2287687404
700	0.2286964694
701	0.2286262903
702	0.2285429784
703	0.2284654289
704	0.2283984357
705	0.2283362121
706	0.2282545887
707	0.2281954819
708	0.2281323607
709	0.2280652972
710	0.2279672318
711	0.2278801679
712	0.2278262009
713	0.2277466046
714	0.2276711369
715	0.227614305
716	0.22755105
717	0.2274436774
718	0.2273938333
719	0.2273146698
720	0.2272622253
721	0.2271919382
722	0.2270868837
723	0.2270102138
724	0.2269408708
725	0.2268789366
726	0.2268126406
727	0.2267462916
728	0.2266738938
729	0.2265702608
730	0.2265222444
731	0.2264847888
732	0.2264162493
733	0.2263146287
734	0.2262632935
735	0.2262053816
736	0.2261059591
737	0.2260567376
738	0.2259626035
739	0.2258910594
740	0.2258082165
741	0.2257325929
742	0.2257009433
743	0.2256155255
744	0.2255580527
745	0.2255146644
746	0.2254349103
747	0.2253921531
748	0.2253574089
749	0.2252861929
750	0.2251916463
751	0.2251249074
752	0.2250696961
753	0.2249901775
754	0.2249130603
755	0.2248503118
756	0.2247680193
757	0.2247277265
758	0.2246683302
759	0.2246299959
760	0.2245622947
761	0.2245099731
762	0.2244275942
763	0.2243618524
764	0.2242777652
765	0.2241888775
766	0.2240954536
767	0.2240468185
768	0.2240259518
769	0.2239458036
770	0.2238941953
771	0.2238056552
772	0.2237525669
773	0.2236405085
774	0.2235886545
775	0.223533942
776	0.2234598798
777	0.2233653711
778	0.223307344
779	0.223231535
780	0.2231596972
781	0.2230649145
782	0.2229776978
783	0.2228857382
784	0.2228429073
785	0.2227885453
786	0.2227480746
787	0.2226913435
788	0.2226351048
789	0.2225934397
790	0.2225110453
791	0.2223533809
792	0.222318565
793	0.2222485794
794	0.2222180729
795	0.2221277159
796	0.2220633236
797	0.2220053222
798	0.2219110447
799	0.2218525672
800	0.2218139357
801	0.2217489712
802	0.2216747517
803	0.2216309292
804	0.2215452366
805	0.2214886051
806	0.2214105448
807	0.2213323109
808	0.221233783
809	0.2211887071
810	0.2211446416
811	0.2210540965
812	0.2209985354
813	0.2208980167
814	0.220811844
815	0.220737937
816	0.2206793072
817	0.2206057823
818	0.2205439157
819	0.2204522689
820	0.2204110525
821	0.2203325326
822	0.2202490122
823	0.2202056342
824	0.2201381044
825	0.2200380251
826	0.2199445999
827	0.2198439048
828	0.2197855695
829	0.2197443763
830	0.2196662673
831	0.2196230815
832	0.2195851668
833	0.2195400463
834	0.2194849245
835	0.2194161972
836	0.2193728904
837	0.2192714915
838	0.2192607263
839	0.2191698005
840	0.2190978258
841	0.219034706
842	0.218980079
843	0.2189526307
844	0.2188908566
845	0.2188307065
846	0.2187820728
847	0.2186783291
848	0.2185864247
849	0.2185417491
850	0.2184593695
851	0.2184065144
852	0.2183459986
853	0.2182899437
854	0.2182128304
855	0.218136437
856	0.2180851563
857	0.2180121294
858	0.2179436733
859	0.2178815479
860	0.2177949007
861	0.2177611353
862	0.2177068762
863	0.2176083328
864	0.2175381474
865	0.2175211742
866	0.2174512674
867	0.2173941721
868	0.2173021506
869	0.2172152568
870	0.2171394603
871	0.2171133571
872	0.2170754934
873	0.2170221795
874	0.2169186592
875	0.2168544076
876	0.216786842
877	0.216694526
878	0.2166317804
879	0.2165923826
880	0.2165262271
881	0.2164267949
882	0.2163500252
883	0.2162768761
884	0.2162331188
885	0.2161647826
886	0.2160760671
887	0.216004784
888	0.2159533997
889	0.2158743528
890	0.2158193832
891	0.2157483916
892	0.2157383878
893	0.2156870029
894	0.2156192046
895	0.2155531532
896	0.2154628102
897	0.2154089023
898	0.2153611224
899	0.2152877011
900	0.2152601262
901	0.2151716932
902	0.2150784501
903	0.2150081436
904	0.2149351578
905	0.2148782808
906	0.2147867948
907	0.2147289675
908	0.2146631982
909	0.2145850415
910	0.2145192107
911	0.2144453013
912	0.2143972767
913	0.2143552062
914	0.2142960363
915	0.2142540272
916	0.2142011199
917	0.2141420805
918	0.2140914104
919	0.2140240062
920	0.2139765299
921	0.2139045517
922	0.2138208522
923	0.2137268577
924	0.213669081
925	0.2136103441
926	0.2135181134
927	0.2134494264
928	0.2133757755
929	0.213274987
930	0.2132058048
931	0.213132436
932	0.2130613532
933	0.212987087
934	0.2128920434
935	0.2128378253
936	0.2127818771
937	0.2127102549
938	0.212644554
939	0.2125792124
940	0.2125167993
941	0.2124893671
942	0.2124246797
943	0.2122898135
944	0.2122170772
945	0.2121650343
946	0.2120898968
947	0.2120200204
948	0.211949278
949	0.2119040537
950	0.2118683346
951	0.2118013597
952	0.2117350797
953	0.2116810409
954	0.211604331
955	0.2115307412
956	0.2114945153
957	0.2114556867
958	0.2113810243
959	0.2113225979
960	0.21125161
961	0.2111827806
962	0.2110939617
963	0.2110158566
964	0.2109231903
965	0.2108635267
966	0.2107835899
967	0.2106964148
968	0.2106297566
969	0.2105835605
970	0.2104910541
971	0.2103974929
972	0.2103478755
973	0.2102786312
974	0.2102404262
975	0.2101701249
976	0.2101271558
977	0.2100671276
978	0.2100075145
979	0.2099311223
980	0.2098709264
981	0.2098258385
982	0.2097338806
983	0.2096571027
984	0.2096155194
985	0.2095243042
986	0.2094688852
987	0.2093831219
988	0.2092981963
989	0.2092084313
990	0.2091662684
991	0.2090845199
992	0.2090080399
993	0.2089526921
994	0.2088990687
995	0.2088248306
996	0.2087778243
997	0.2087209347
998	0.2086362176
999	0.2085622161
